Date,SPY,XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
8/5/2020,332.11,58.46,139.49,63.18,37.43,24.33,106.64,73.59,61.76,35.94,113.86,60.05
8/6/2020,334.33,60,140.17,63.17,37.13,24.32,106.07,73.87,61.5,36.01,115.46,60.4
8/7/2020,334.57,59.93,140.38,63.51,37.18,24.84,106.41,75.13,61.71,36.5,113.74,61.49
8/10/2020,335.57,59.73,142.06,63.84,38.33,25.02,106.05,76.98,62.31,36.44,113.42,61.47
8/11/2020,332.8,58.84,141.78,63.4,38.2,25.31,105.38,77.39,62.2,35.74,111.38,60.14
8/12/2020,337.44,59.54,143.66,64.22,38.58,25.24,107.15,77.64,62.57,36.19,113.91,61.01
8/13/2020,336.83,59.84,143.6,64.17,37.83,25.08,107.01,77.23,62.56,35.77,113.96,60.91
8/14/2020,336.84,59.83,143.59,64.16,38.19,25.18,106.8,77.53,62.63,35.86,113.88,60.38
8/17/2020,337.91,59.9,145.44,64.52,37.97,24.76,107.43,77.17,62.91,36.18,114.64,60.3
8/18/2020,338.64,60.44,146.34,64.78,37.49,24.6,107.4,76.75,62.65,36.14,115.07,60.03
8/19/2020,337.23,60.27,145.65,64.27,37.06,24.59,107.05,76.55,62.47,35.4,114.93,59.85
8/20/2020,338.28,61.02,145.43,64.14,36.26,24.36,106.71,76.14,62.25,35.78,116.46,59.32
8/21/2020,339.48,60.75,146.18,64.3,36.03,24.31,106.82,76.45,61.89,35.9,117.94,59.42
8/24/2020,342.92,61.49,148.4,64.85,37.02,24.89,106.33,77.83,62.98,35.95,118.96,59.94
8/25/2020,344.12,62.07,148.89,64.71,36.5,24.96,107.05,77.73,62.73,36.06,119.56,59.37
8/26/2020,347.57,64.19,150.36,64.79,35.73,24.84,106.92,77.77,63.39,35.81,121.99,58.71
8/27/2020,348.33,63.41,149.55,65.19,35.8,25.26,107.76,78.05,63.22,36.29,122.09,58.9
8/28/2020,350.58,63.56,150.53,65.77,36.44,25.36,108,78.79,63.97,36.57,123.16,59.07
8/31/2020,349.31,63.26,150.09,65.58,35.65,25.06,108.26,77.81,62.99,36.25,123.55,59.25
9/1/2020,352.6,63.78,151.66,65.65,35.41,25.13,107.29,78.6,64.76,36.19,125.91,58.57
9/2/2020,357.7,65.14,153.76,66.84,35.24,25.49,109.44,79.9,66.23,37,127.03,60.39
9/3/2020,345.39,62.93,148.88,65.69,34.98,25.1,106.46,77.66,64.4,36.38,119.79,59.71
9/4/2020,342.57,61.78,147.16,65.54,34.87,25.29,105.7,77.84,64.44,36.25,118.12,59.37
9/8/2020,333.21,60.15,145.23,64.16,33.6,24.64,103.96,76.38,63.23,35.79,112.78,59.04
9/9/2020,339.79,60.87,147.97,65.09,33.83,24.89,105.8,77.56,64.86,36.18,116.46,59.82
9/10/2020,333.89,59.97,145.85,64.29,32.59,24.54,104.18,76.57,64.25,35.67,113.83,58.79
9/11/2020,334.06,59.78,146.07,64.65,32.62,24.71,104.59,77.61,65.07,35.55,112.96,58.93
9/14/2020,338.46,60.01,147.62,65.07,32.87,25.05,106.09,78.66,66.01,36.42,115.33,59.74
9/15/2020,340.17,61.08,148.83,64.98,32.63,24.71,106.23,78.71,66.33,36.9,116.47,60.14
9/16/2020,338.82,60.42,148,64.69,33.94,24.99,106.05,79.51,66.38,37.14,114.67,60.06
9/17/2020,335.84,59.31,145.92,64.28,33.99,24.73,105.7,79.67,66.87,36.32,113.72,59.57
9/18/2020,330.65,58.74,143.89,63.69,33.61,24.68,105.54,78.78,65.72,35.6,111.76,58.52
9/21/2020,326.97,57.93,141.51,62.83,31.97,23.93,103.18,75.87,63.21,34.44,112.44,57.66
9/22/2020,330.3,59.05,144.5,63.2,31.64,23.73,102.96,76.62,63.33,34.85,114.22,58.02
9/23/2020,322.64,57.64,142.13,62.25,30.21,23.2,101.9,75.25,61.47,33.85,110.66,57.13
9/24/2020,323.5,57.75,142.07,62.71,30.2,23.25,101.39,75.36,61.91,34.01,111.28,57.77
9/25/2020,328.73,58.52,143.92,63.04,30.18,23.49,103.02,76.49,62.46,34.67,113.94,58.72
9/28/2020,334.19,59.3,146.93,63.75,30.89,24.05,103.95,77.87,63.47,35.27,116.12,58.87
9/29/2020,332.37,59.36,145.79,63.33,30.04,23.75,103.82,77.18,63,35.09,115.73,58.85
9/30/2020,334.89,59.4,146.98,64.1,29.95,24.07,105.48,76.98,63.64,35.27,116.7,59.38
10/1/2020,337.04,60.25,148.9,64.46,29.03,24.11,105.12,76.75,62.74,35.85,117.93,59.98
10/2/2020,333.84,59.06,148.27,64.1,29.31,24.3,104.16,77.61,63.3,36.43,114.94,60.69
10/5/2020,339.76,60.03,150.23,64.53,30.19,24.7,106.3,78.86,64.51,36.63,117.46,61.45
10/6/2020,334.93,58.77,147.45,64.11,29.74,24.45,104.89,77.9,63.7,36.32,115.64,61.97
10/7/2020,340.76,59.2,150.82,64.8,30.16,24.86,106.87,79.62,65.34,36.42,117.76,62.35
10/8/2020,343.78,59.97,151.81,65.23,31.29,25.2,107.39,80.41,66,37.03,118.37,63.49
10/9/2020,346.85,60.33,153.39,65.74,30.79,25.23,108.36,80.71,66.51,36.93,120.18,63.48
10/12/2020,352.43,61.92,155.43,66.5,30.87,25.51,109.1,81.17,66.4,37.12,123.46,63.88
10/13/2020,350.13,61.98,155.4,66.45,30.39,25.02,108.27,80.27,65.81,36.49,122.67,63.44
10/14/2020,347.93,61.24,153.68,66.11,30.52,24.78,107.64,80.72,66,36.07,122.02,63.36
10/15/2020,347.5,60.77,154.25,66.15,30.89,24.97,106.86,81.01,65.81,36.24,121.47,63.32
10/16/2020,347.29,60.78,152.85,66.17,30.19,24.99,107.92,81.6,66.27,36.11,121.12,64
10/19/2020,342.01,59.69,150.97,65.31,29.55,24.61,106.21,80.59,65.5,35.54,118.9,63.46
10/20/2020,343.38,60.12,152.18,65.24,29.9,24.81,106.35,81.01,65.65,35.78,119.31,63.84
10/21/2020,342.73,61.13,151.35,65.3,29.33,24.68,105.82,80.19,65.4,35.65,119.13,63.67
10/22/2020,344.61,61.53,151.66,65.27,30.54,25.17,107.42,80.85,65.76,35.4,118.57,64.57
10/23/2020,345.78,62.11,152.99,65.39,30.39,25.25,107.82,81.17,66,35.63,118.44,64.75
10/26/2020,339.39,60.75,150.05,64.55,29.3,24.68,106.62,79.14,64.35,35.2,115.87,64.73
10/27/2020,338.22,61.14,149.98,64.38,28.92,24.23,105.89,77.41,63.74,34.75,116.45,64.68
10/28/2020,326.66,58.74,145.24,62.5,27.71,23.61,102.53,74.87,61.94,33.98,111.51,62.8
10/29/2020,329.98,60.22,146.16,62.48,28.56,23.79,101.69,75.96,63.22,34.37,113.37,62.97
10/30/2020,326.54,59.2,142.97,62.26,28.72,23.86,101.66,75.87,63.18,34.15,110.86,62.38
11/2/2020,330.2,59.17,143.99,63.25,29.7,24.31,103.49,77.92,65.28,34.99,111.14,63.75
11/3/2020,336.03,60.05,147.16,64.29,29.53,24.85,105,80.22,66.3,35.54,113.1,64.67
11/4/2020,343.54,62.64,150.29,64.32,29.57,24.56,109.66,79.39,65.17,35.64,117.5,63.7
11/5/2020,350.24,63.85,153.22,64.79,29.57,25.16,109.88,81.26,67.83,35.77,121.15,64.27
11/6/2020,350.16,63.7,152.76,65.09,28.93,24.96,109.92,81.34,68,35.63,121.58,64.13
11/9/2020,354.56,63.16,152.26,64.94,33.06,27.01,110.95,84.11,69.53,36.57,120.7,65.32
11/10/2020,354.04,62.96,151.72,66.22,34.13,27.15,111.27,85.59,70.35,36.77,118.45,66.26
11/11/2020,356.67,63.53,153.05,66.79,33.78,27.04,111.13,84.87,69.3,37.05,121.26,66.51
11/12/2020,353.21,63.17,151,66.61,32.69,26.59,110.72,83.9,67.84,36.67,120.18,65.44
11/13/2020,358.1,64.11,153.45,67.53,33.88,27.03,112.12,85.76,69.01,37.51,121.2,66.09
11/16/2020,362.57,64.52,155.46,68.15,36.11,27.63,111.93,87.85,70.37,37.75,122.37,66.76
11/17/2020,360.62,64.29,154.8,67.67,36.48,27.59,111.2,87.62,70.11,37.77,121.69,65.45
11/18/2020,356.28,63.64,153.74,66.74,35.42,27.33,109.13,87.23,69.53,37.13,120.39,64.17
11/19/2020,357.78,64.03,154.5,66.92,36,27.42,109.05,87.45,69.82,37.19,121.36,63.53
11/20/2020,355.33,63.88,153.69,66.5,35.81,27.18,108.8,86.66,69.76,36.94,120.11,63.54
11/23/2020,357.46,63.91,155.38,66.52,38.34,27.69,108.52,88.11,70.34,36.82,120.08,63.55
11/24/2020,363.22,65.22,157.69,66.97,40.31,28.66,108.84,89.65,72.09,36.8,121.75,64.23
11/25/2020,362.66,65.21,157.88,66.93,39.37,28.56,108.44,88.97,71.34,36.89,122.01,64.4
11/27/2020,363.67,65.63,158.22,66.92,38.91,28.47,109.44,88.82,71.71,36.82,122.66,63.76
11/30/2020,362.06,65.4,157.26,66.91,36.76,27.88,109.74,88.03,70.99,36.5,123.48,62.84
12/1/2020,366.02,66.6,158.43,67.5,36.93,28.31,110.66,87.81,71.77,36.96,125.06,63.28
12/2/2020,366.79,67.22,157.44,66.94,38.13,28.62,111.49,87.93,70.85,36.57,124.87,63.7
12/3/2020,366.69,66.92,157.88,67.11,38.53,28.63,111.35,88.16,70.36,36.84,124.79,63.04
12/4/2020,369.85,66.98,158.03,67.63,40.63,28.98,112.54,89.21,71.78,37.33,126.04,62.41
12/7/2020,369.09,67.4,157.67,67.37,39.68,28.78,111.85,88.78,71.31,36.96,126.4,62.76
12/8/2020,370.17,67.3,157.34,67.74,40.27,28.77,112.7,89.21,71.71,36.79,126.81,62.57
12/9/2020,366.85,66.5,157.19,67.47,40.36,28.7,112.31,89.41,71.75,36.45,124.38,62.46
12/10/2020,366.73,66.54,157.05,67.17,41.6,28.75,112.12,88.56,71.31,36.25,124.56,62.14
12/11/2020,366.3,66.94,156.3,67.32,41.12,28.46,111.68,88.77,70.9,36.27,124.3,62.24
12/14/2020,364.66,66.73,156.53,67.06,39.68,28.13,110.84,87.62,70,36.01,124.75,61.92
12/15/2020,369.59,67.28,158.64,67.22,40.46,28.61,112.04,88.84,71.27,36.64,126.83,63.14
12/16/2020,370.17,67.22,159.68,67.35,40.26,28.66,111.71,88.29,71.07,36.65,127.69,62.41
12/17/2020,372.24,67.05,160.77,67.78,40.07,28.74,112.91,88.83,71.89,37.08,128.7,62.83
12/18/2020,369.18,67.11,159.99,67.93,39.4,28.49,113,88.84,72.21,36.44,128.25,62.29
12/21/2020,367.86,66.43,157.89,66.64,38.13,28.72,111.41,87.94,71.47,35.65,128.08,61.02
12/22/2020,367.24,65.81,157.21,66.17,37.49,28.44,111.07,87.53,71.03,35.9,129.19,60.9
12/23/2020,367.57,66.19,157.55,66.39,38.32,28.91,111.15,87.99,71.13,35.56,128.21,60.78
12/24/2020,369,66.26,157.88,66.72,38.12,28.95,111.47,88,71.58,35.91,129.06,61.21
12/28/2020,372.17,67.45,159.68,67.25,37.88,29.09,111.75,88.11,71.3,36.2,130.52,61.48
12/29/2020,371.46,67.39,159.73,67.05,37.63,28.99,112.28,87.58,71.13,35.92,129.9,61.47
12/30/2020,371.99,66.94,160.69,66.98,38.22,29.12,112.26,88.14,72.11,36.12,129.83,61.78
12/31/2020,373.88,67.48,160.78,67.45,37.9,29.48,113.44,88.55,72.39,36.56,130.02,62.7
1/4/2021,368.79,66.48,159.42,66.72,37.96,29.08,112.95,86.41,71.7,35.38,127.9,61.12
1/5/2021,371.33,66.72,160.61,66.72,39.66,29.21,113.77,87.26,73.31,35.34,128.73,61.11
1/6/2021,373.55,66.4,162.25,66.77,40.87,30.5,115.33,89.34,76.31,35.17,126.51,62.63
1/7/2021,379.1,67.28,165.38,66.57,41.47,30.94,116.83,89.83,76.88,35.28,129.92,61.81
1/8/2021,381.26,67.49,168.79,66.9,41.42,30.92,117.39,89.61,76.51,35.66,130.76,62.33
1/11/2021,378.69,66.29,165.64,66.33,42.07,31.02,117.94,89.58,76.51,35.06,129.68,61.75
1/12/2021,378.77,65.22,168.17,66.11,43.54,31.34,116.66,90.47,77.48,35.09,129.06,61.42
1/13/2021,379.79,65.45,168.16,66.21,43.2,31.32,116.98,89.69,76.69,35.57,129.88,62.62
1/14/2021,378.46,65.08,167.09,65.86,44.48,31.46,116.61,90,76.43,35.79,128.74,62.38
1/15/2021,375.7,65.29,165.8,65.63,42.75,30.94,116.97,88.83,75.34,36.34,127.42,62.99
1/19/2021,378.65,66.47,166.74,65.34,43.61,31.02,117.85,89.12,75.6,36.1,129.08,62.75
1/20/2021,383.89,68.56,169.89,65.46,43.77,30.89,118.5,89.67,75.85,36.85,131.64,63.12
1/21/2021,384.24,68.81,170.68,65.24,42.29,30.56,117.94,88.97,74.74,36.73,133.34,62.75
1/22/2021,382.88,68.84,170.1,65.07,42.07,30.34,117.59,88.51,74.38,36.82,132.83,62.84
1/25/2021,384.39,69.24,170.73,65.72,41.64,30.12,118.36,87.91,73.99,37.15,133.94,64.1
1/26/2021,383.79,70.18,170.62,66.31,40.75,29.88,117.92,87.1,72.97,37.53,134.03,63.46
1/27/2021,374.41,67.91,165.36,65.19,40.2,29,114.34,85.37,70.82,37.05,131.5,61.75
1/28/2021,377.63,68.15,165.88,65.44,40.67,29.54,116.01,86.64,72.04,37.15,132.04,62.49
1/29/2021,370.07,66.88,162.01,64.09,39.32,28.95,115.03,84.77,70.64,36.76,128.93,62.15
2/1/2021,376.23,68.13,166.22,64.15,39.6,29.33,115.47,85.65,71.47,37.59,132.16,62.45
2/2/2021,381.55,69.17,169.75,64.58,40.03,30.04,115.8,87.47,72.41,37.75,133.95,62.96
2/3/2021,381.85,70.1,168.8,64.68,41.74,30.21,114.98,87.53,72.55,37.6,133.49,62.76
2/4/2021,386.19,70.52,170.6,65.15,42.2,30.88,115.46,88.47,72.29,37.81,135.62,63.25
2/5/2021,387.71,71.41,172.23,65.76,42.56,30.89,115.67,88.99,73.53,37.94,135.32,63.59
2/8/2021,390.51,71.69,173.21,66.01,44.34,31.29,115.81,89.75,74.14,38.02,136.74,63.1
2/9/2021,390.25,71.93,172.25,65.95,43.87,31.3,115.98,89.98,73.59,38.19,136.58,63.19
2/10/2021,390.08,72.61,170.55,65.88,44.71,31.3,116.19,89.84,73.51,38.45,136.38,63.44
2/11/2021,390.71,72.69,170.08,65.59,44.02,31.2,116.41,89.65,73.58,38.38,137.88,63.08
2/12/2021,392.64,73,170.32,65.69,44.67,31.52,117.28,90.3,74.34,38.37,138.59,62.62
